"UNITID_P","INSTNM","BRANCH","Address","City","State","ZIP","sector_cd","Sector_desc","men_total","women_total","Total","WEAPON13","DRUG13","LIQUOR13","WEAPON14","DRUG14","LIQUOR14","WEAPON15","DRUG15","LIQUOR15","FILTER13","FILTER14","FILTER15"
139700001,"Georgia Highlands College","Georgia Highlands College-Floyd Campus","3175  Cedartown Hwy.","ROME","GA","30161",1,"Public, 4-year or above",2148,3598,5746,0,0,0,0,0,0,0,0,0,1,1,1
139719001,"Fort Valley State University","FORT VALLEY STATE UNIVERSITY","1005 STATE UNIVERSITY DR","FORT VALLEY","GA","310304313",1,"Public, 4-year or above",1063,1633,2696,1,5,1,0,3,0,1,1,0,1,1,1
139746001,"Grady Health System Professional Schools","Main Campus","80 Jesse Hill Jr Drive, SE","ATLANTA","GA","303033050",4,"Public, 2-year",17,43,60,0,9,0,0,0,0,0,0,0,1,1,1
139755001,"Georgia Institute of Technology-Main Campus","Main Campus","225 NORTH AVE NW","ATLANTA","GA","30332",1,"Public, 4-year or above",17370,7664,25034,4,2,6,2,3,5,5,4,0,1,1,1
139764001,"Georgia Southwestern State University","Georgia Southwestern State University","800 Georgia Southwestern State University Dr.","Americus","GA","317094693",1,"Public, 4-year or above",943,1812,2755,1,13,13,1,11,14,0,13,20,1,1,1
139861001,"Georgia College and State University","Milledgeville Main Campus","231 W HANCOCK ST","MILLEDGEVILLE","GA","31061",1,"Public, 4-year or above",2690,4199,6889,0,15,21,0,5,30,0,8,19,1,1,1
139931001,"Georgia Southern University","Georgia Southern University","1332 Southern Drive","STATESBORO","GA","30460",1,"Public, 4-year or above",9786,10673,20459,2,25,96,1,68,85,1,57,55,1,1,1
139940001,"Georgia State University","Main Campus","PO Box 3965","ATLANTA","GA","303023965",1,"Public, 4-year or above",13012,19046,32058,1,37,126,2,38,88,2,43,39,1,1,1
139959001,"University of Georgia","Main Campus","The University of Georgia","ATHENS","GA","30602",1,"Public, 4-year or above",15338,20792,36130,4,56,135,4,50,145,6,34,112,1,1,1
139968001,"Gordon State College","Main Campus","419 COLLEGE DR","BARNESVILLE","GA","302041762",1,"Public, 4-year or above",1324,2760,4084,1,16,9,2,12,1,0,11,1,1,1,1
139986001,"Southern Crescent Technical College","Griffin Campus","501 VARSITY RD","GRIFFIN","GA","30223",4,"Public, 2-year",1689,3178,4867,1,1,0,1,0,0,3,0,0,1,1,1
139995001,"Gupton Jones College of Funeral Service","Main Campus","5141 SNAPFINGER WOODS DR","DECATUR","GA","300354022",5,"Private nonprofit, 2-year",87,107,194,0,0,0,0,0,0,0,0,0,1,1,1
140003001,"Gwinnett College-Lilburn","Main Campus","4230 HWY 29 STE 11","LILBURN","GA","300473447",6,"Private for-profit, 2-year",31,275,306,0,0,0,0,0,0,0,0,0,1,1,1
140012001,"Gwinnett Technical College","Main Campus","5150 SUGARLOAF PKY","LAWRENCEVILLE","GA","300431505",4,"Public, 2-year",2840,4119,6959,0,1,2,1,0,0,1,0,0,1,1,1
140146001,"Interdenominational Theological Center","Interdenominational Theological Cener","700 MARTIN LUTHER KING JR DR","ATLANTA","GA","303144143",2,"Private nonprofit, 4-year or above",151,105,256,0,0,0,0,0,0,0,0,0,1,1,1
140234001,"LaGrange College","LaGrange College","601 Broad Street","LaGrange","GA","302402999",2,"Private nonprofit, 4-year or above",488,540,1028,0,3,3,1,1,5,0,0,0,1,1,1
140243001,"Lanier Technical College","Main Campus","2990 Landrum Education Drive","Oakwood","GA","30566",4,"Public, 2-year",1489,2157,3646,0,0,0,0,0,0,0,0,0,1,1,1
140252001,"Life University","Life University","1269 Barclay Circle","Marietta","GA","30060",2,"Private nonprofit, 4-year or above",1373,1337,2710,0,0,0,0,0,0,0,1,0,1,1,1
140331001,"Chattahoochee Technical College","Main Campus","980 S COBB DR","MARIETTA","GA","300603398",4,"Public, 2-year",4421,5396,9817,0,0,0,0,0,0,0,0,0,1,1,1
140340001,"Herzing University-Atlanta","Main Campus","3393 PEACHTREE ROAD, NE","ATLANTA","GA","30326",3,"Private for-profit, 4-year or above",256,312,568,0,4,0,1,6,0,0,13,0,1,1,1
140447001,"Mercer University","Macon Campus","1501 Mercer University Drive","Macon","GA","31207",2,"Private nonprofit, 4-year or above",3229,5371,8600,0,1,0,1,1,0,0,0,0,1,1,1
140553001,"Morehouse College","Morehouse College","830 WESTVIEW DR SW","ATLANTA","GA","30314",2,"Private nonprofit, 4-year or above",2167,0,2167,0,52,4,0,24,0,0,7,0,1,1,1
140562001,"Morehouse School of Medicine","MOREHOUSE SCHOOL OF MEDICINE","720 WESTVIEW DRIVE","ATLANTA","GA","303101495",2,"Private nonprofit, 4-year or above",163,289,452,0,0,0,0,0,0,0,0,0,1,1,1
140678001,"North Georgia Technical College","NGTC Clarkesville Campus (main campus)","1500 GEORGIA HWY 197 NORTH","CLARKESVILLE","GA","30523",4,"Public, 2-year",1092,1573,2665,0,0,0,0,4,0,0,1,1,1,1,1
140696001,"Oglethorpe University","Oglethorpe University","4484 PEACHTREE RD NE","ATLANTA","GA","303192797",2,"Private nonprofit, 4-year or above",477,678,1155,1,1,0,0,1,1,0,1,0,1,1,1
140720001,"Paine College","Paine College","1235 15TH ST","AUGUSTA","GA","309013182",2,"Private nonprofit, 4-year or above",231,324,555,1,4,0,1,5,3,1,7,3,1,1,1
140818001,"Piedmont College","Main Campus","1021 CENTRAL AVE","DEMOREST","GA","305350010",2,"Private nonprofit, 4-year or above",639,1625,2264,0,0,21,0,1,8,0,2,1,1,1,1
140827001,"Portfolio Center","Branch Campus","125 BENNETT ST NW","ATLANTA","GA","30309",6,"Private for-profit, 2-year",35,46,81,0,0,0,0,0,0,0,0,0,1,1,1
140872001,"Reinhardt University","Main Campus","7300 REINHARDT CIR","WALESKA","GA","301832981",2,"Private nonprofit, 4-year or above",702,662,1364,0,4,1,0,4,0,2,5,0,1,1,1
140942001,"Savannah Technical College","Savannah Campus","5717 WHITE BLUFF RD","SAVANNAH","GA","314055521",4,"Public, 2-year",1607,2589,4196,0,0,0,1,1,0,0,0,0,1,1,1
140951001,"Savannah College of Art and Design","Main Campus - Savannah","342 BULL ST","SAVANNAH","GA","314023146",2,"Private nonprofit, 4-year or above",4138,7723,11861,0,16,0,0,8,0,0,0,0,1,1,1
140960001,"Savannah State University","Savannah State University","3219 COLLEGE STREET","SAVANNAH","GA","31404",1,"Public, 4-year or above",1988,2812,4800,4,24,0,6,32,1,5,19,2,1,1,1
140988001,"Shorter University","Main Shorter Campus","315 SHORTER AVE","ROME","GA","30165",2,"Private nonprofit, 4-year or above",631,841,1472,0,0,0,0,0,0,0,0,0,1,1,1
141006001,"South Georgia Technical College","Americus Campus","900 South Ga Tech Pkwy","AMERICUS","GA","31709",4,"Public, 2-year",908,760,1668,0,0,0,0,0,2,0,0,0,1,1,1
141015001,"The Creative Circus","Main Campus","812 LAMBERT DR","ATLANTA","GA","30324",6,"Private for-profit, 2-year",98,147,245,0,0,0,0,0,0,0,0,0,1,1,1
141060001,"Spelman College","Main Campus","350 SPELMAN LN SW","ATLANTA","GA","303144399",2,"Private nonprofit, 4-year or above",0,2144,2144,0,0,0,0,0,0,0,0,0,1,1,1
141167001,"Thomas University","Forbes Campus","1501 MILLPOND RD","THOMASVILLE","GA","31792",2,"Private nonprofit, 4-year or above",443,739,1182,0,0,0,0,0,0,0,0,0,1,1,1
141185001,"Toccoa Falls College","Main Campus","107 Kincaid Dr. Msc 777","TOCCOA FALLS","GA","30598",2,"Private nonprofit, 4-year or above",430,507,937,0,0,0,0,0,0,0,0,0,1,1,1
141237001,"Truett-McConnell College","Cleveland Campus","100 ALUMNI DR","CLEVELAND","GA","30528",2,"Private nonprofit, 4-year or above",917,1100,2017,0,2,1,0,0,3,0,0,2,1,1,1
141255001,"Wiregrass Georgia Technical College","Main Campus","4089 Val Tech Road","Valdosta","GA","316020928",4,"Public, 2-year",1336,2372,3708,0,1,0,0,0,0,0,0,0,1,1,1
141264001,"Valdosta State University","Main Campus","1500 N PATTERSON","VALDOSTA","GA","31698",1,"Public, 4-year or above",4291,7011,11302,0,29,3,2,22,27,1,34,40,1,1,1
141325001,"Wesleyan College","Main Campus","4760 FORSYTH RD","MACON","GA","312104462",2,"Private nonprofit, 4-year or above",20,688,708,0,0,0,0,0,0,0,0,0,1,1,1
141334001,"University of West Georgia","Main Campus","1601 MAPLE ST","CARROLLTON","GA","301180001",1,"Public, 4-year or above",4509,8325,12834,2,141,175,3,43,74,8,41,31,1,1,1
141361001,"Young Harris College","Young Harris College","1 College Street","YOUNG HARRIS","GA","30582",2,"Private nonprofit, 4-year or above",517,687,1204,0,0,1,0,0,0,0,0,3,1,1,1
141486001,"Chaminade University of Honolulu","Chaminade University of Honolulu","3140 WAIALAE AVE","HONOLULU","HI","968161578",2,"Private nonprofit, 4-year or above",805,1661,2466,0,0,0,0,0,0,0,0,0,1,1,1
141565001,"University of Hawaii at Hilo","University of Hawaii at Hilo","200 W KAWILI ST","HILO","HI","967204091",1,"Public, 4-year or above",1464,2365,3829,0,0,0,0,0,0,0,0,0,1,1,1
141574001,"University of Hawaii at Manoa","University of Hawaii at Manoa","2444 Dole St.","Honolulu","HI","96822",1,"Public, 4-year or above",8268,10597,18865,0,2,0,0,0,0,1,0,0,1,1,1
141608001,"Hawaii Institute of Hair Design","Main Campus","1128 Nuuanu Avenue","HONOLULU","HI","968175195",9,"Private for-profit, less-than 2-year",41,38,79,0,0,0,0,0,0,0,0,0,1,1,1
141644001,"Hawaii Pacific University","Main Campus","1164 Bishop Street","Honolulu","HI","96813",2,"Private nonprofit, 4-year or above",2025,2756,4781,0,0,0,0,1,0,0,0,0,1,1,1
141680001,"Honolulu Community College","Honolulu CC Main Campus","874 DILLINGHAM BLVD","HONOLULU","HI","96817",4,"Public, 2-year",2530,1798,4328,0,0,0,0,0,0,0,0,0,1,1,1
141796001,"Kapiolani Community College","Brian Furuto","4303 Diamond Head Rd, Illima 211","Honolulu","HI","96822",4,"Public, 2-year",3252,4564,7816,0,0,0,0,0,0,0,0,0,1,1,1
141802001,"Kauai Community College","Kauai Community College","3-1901 KAUMUALII HWY","LIHUE","HI","96766",4,"Public, 2-year",526,875,1401,0,0,0,0,0,0,0,0,0,1,1,1
141811001,"Leeward Community College","Leeward Community College","96-045 Ala Ike","Pearl City","HI","96782",4,"Public, 2-year",3064,4471,7535,0,0,0,0,0,0,0,0,0,1,1,1
141839001,"University of Hawaii Maui College","Kahului Main Campus","310 W. KA'AHUMANU AVE","KAHULUI","HI","967321617",1,"Public, 4-year or above",1326,2267,3593,0,3,0,0,1,1,0,2,0,1,1,1
141848001,"Med-Assist School of Hawaii Inc","Main Campus","345 Queen st","HONOLULU","HI","96813",9,"Private for-profit, less-than 2-year",3,52,55,0,0,0,0,0,0,0,0,0,1,1,1
141936001,"World Medicine Institute","World Medicine Institute","P O Box 11130","HONOLULU","HI","968280130",2,"Private nonprofit, 4-year or above",9,32,41,0,0,0,0,0,0,0,0,0,1,1,1
141945001,"Travel Institute of the Pacific","Main Campus","1314 S KING ST STE 1164","HONOLULU","HI","96814",9,"Private for-profit, less-than 2-year",48,23,71,0,0,0,0,0,0,0,0,0,1,1,1
141981001,"University of Hawaii-West Oahu","University of Hawaii - West Oahu","91-1001 Farrington Hwy","Kapolei","HI","96707",1,"Public, 4-year or above",923,1769,2692,0,0,0,0,0,0,0,0,0,1,1,1
141990001,"Windward Community College","Windward Community College","45-720 Keaahala Road","Kaneohe","HI","96744",4,"Public, 2-year",957,1653,2610,0,0,0,0,0,0,0,0,0,1,1,1
142054001,"Carrington College-Boise","Carrington College-Boise","1122 NORTH LIBERTY STREET","BOISE","ID","83704",6,"Private for-profit, 2-year",59,361,420,0,0,0,0,0,0,0,0,0,1,1,1
142090001,"Boise Bible College","Main Campus","8695 W MARIGOLD ST","BOISE","ID","837141220",2,"Private nonprofit, 4-year or above",81,69,150,0,0,0,0,0,0,0,0,0,1,1,1
142115001,"Boise State University","Main Campus","1910 UNIVERSITY DR","BOISE","ID","837251291",1,"Public, 4-year or above",9993,12093,22086,0,28,44,0,14,70,0,25,40,1,1,1
142179001,"Eastern Idaho Technical College","Main Campus","1600 S 25TH E","IDAHO FALLS","ID","834045788",4,"Public, 2-year",255,433,688,0,0,0,0,0,0,0,0,0,1,1,1
142276001,"Idaho State University","ISU -- Pocatello","921 S. 8th Ave., Stop 8310","POCATELLO","ID","832098140",1,"Public, 4-year or above",6208,6870,13078,0,16,3,0,7,0,0,10,0,1,1,1
142285001,"University of Idaho","Main Campus","875 Perimeter Dr MS 2285","MOSCOW","ID","838442285",1,"Public, 4-year or above",5995,5377,11372,0,25,46,0,29,23,1,24,32,1,1,1
142294001,"The College of Idaho","The College of Idaho","2112 CLEVELAND BLVD","Caldwell","ID","836054432",2,"Private nonprofit, 4-year or above",518,547,1065,0,4,0,0,0,0,0,2,0,1,1,1
142328001,"Lewis-Clark State College","Main Campus","500 8th Avenue","Lewiston","ID","835012698",1,"Public, 4-year or above",1347,2286,3633,0,0,0,1,1,1,0,2,0,1,1,1
142407001,"Aveda Institute-Twin Falls","Aveda Institute Twin Falls","837 Pole Line Rd Ste.103","TWIN FALLS","ID","83301",6,"Private for-profit, 2-year",3,67,70,0,0,0,0,0,0,0,0,0,1,1,1
142416001,"Mr Leon's School of Hair Design-Moscow","MOSCOW MAIN CAMPUS","618 S MAIN ST","MOSCOW","ID","83843",6,"Private for-profit, 2-year",2,19,21,0,0,0,0,0,0,0,0,0,1,1,1
142443001,"North Idaho College","Main Campus","1000 W GARDEN AVENUE","COEUR D'ALENE","ID","838142199",4,"Public, 2-year",2111,3432,5543,0,2,4,1,4,3,0,5,6,1,1,1
142461001,"Northwest Nazarene University","Main Campus","623 S. University Boulevard","Nampa","ID","836865897",2,"Private nonprofit, 4-year or above",904,1303,2207,0,0,0,0,0,0,0,0,0,1,1,1
142489001,"The School of Hairstyling","Main Campus","141 East Chubbuck Road","Chubbuck","ID","83202",6,"Private for-profit, 2-year",0,31,31,0,0,0,0,0,0,0,0,0,1,1,1
142522001,"Brigham Young University-Idaho","BYU-Idaho","525 S CENTER","Rexburg","ID","834601650",2,"Private nonprofit, 4-year or above",18885,24918,43803,0,4,1,0,3,8,0,13,4,1,1,1
142559001,"College of Southern Idaho","CSI Main Campus","315 Falls Ave.","TWIN FALLS","ID","833011238",4,"Public, 2-year",2811,4737,7548,0,5,8,0,4,9,0,2,5,1,1,1
142832001,"Adler University","Chicago Campus","17 North Dearborn Street","Chicago","IL","606024310",2,"Private nonprofit, 4-year or above",206,782,988,0,0,0,0,0,0,0,0,0,1,1,1
142887001,"American Academy of Art","Main Campus","332 S MICHIGAN AVE","CHICAGO","IL","606044302",2,"Private nonprofit, 4-year or above",128,189,317,0,0,0,0,0,0,0,0,0,1,1,1
143048001,"School of the Art Institute of Chicago","Main Campus","37 S. Wabash Avenue","CHICAGO","IL","606033002",2,"Private nonprofit, 4-year or above",1017,2574,3591,0,0,0,0,0,0,0,0,0,1,1,1
143084001,"Augustana College","Main Campus","639 38TH ST","ROCK ISLAND","IL","612012296",2,"Private nonprofit, 4-year or above",1047,1431,2478,0,9,182,0,3,31,0,1,21,1,1,1
143118001,"Aurora University","Main Campus","347 S GLADSTONE AVE","AURORA","IL","605064892",2,"Private nonprofit, 4-year or above",1717,3706,5423,0,0,0,0,0,1,0,0,0,1,1,1
143181001,"Tricoci University of Beauty Culture-Urbana","Tricoci University of BEauty Culture, LLC","202 E. University Avenue, Suite H","Urbana","IL","61801",9,"Private for-profit, less-than 2-year",1,14,15,0,0,0,0,0,0,0,0,0,1,1,1
143215001,"Southwestern Illinois College","Belleville Campus","2500 Carlyle Ave","Belleville","IL","622215899",4,"Public, 2-year",4420,5523,9943,0,12,1,0,7,0,0,4,0,1,1,1
143233001,"Bethany Theological Seminary","Earlham  College","615 National Road West","Richmond","IN","473744019",2,"Private nonprofit, 4-year or above",29,24,53,0,0,0,1,4,0,0,0,0,1,1,1
143279001,"Black Hawk College","Moline Campus","6600 34TH AVE","MOLINE","IL","612655899",4,"Public, 2-year",2174,3097,5271,0,3,0,0,6,5,7,1,2,1,1,1
143288001,"Blackburn College","Blackburn College","700 COLLEGE AVE","CARLINVILLE","IL","62626",2,"Private nonprofit, 4-year or above",268,317,585,0,0,0,0,0,0,0,0,0,1,1,1
143297001,"Blessing Rieman College of Nursing","Main Campus","BROADWAY AT 11TH STREET","QUINCY","IL","623057005",2,"Private nonprofit, 4-year or above",31,230,261,0,0,0,0,0,0,0,0,0,1,1,1
143303001,"Blessing Hospital School of Radiologic Technology","Main Campus","BROADWAY AT 11TH","QUINCY","IL","623057005",5,"Private nonprofit, 2-year",2,19,21,0,0,0,0,0,0,0,0,0,1,1,1
143358001,"Bradley University","Main Campus","1501 W BRADLEY AVE","PEORIA","IL","61625",2,"Private nonprofit, 4-year or above",2646,2692,5338,1,10,59,0,7,38,1,4,12,1,1,1
143376001,"Paul Mitchell the School-Bradley","Main Campus","1600 North State Route 50","Bourbonnais","IL","60914",6,"Private for-profit, 2-year",11,293,304,0,0,0,0,0,0,0,0,0,1,1,1
143464001,"Cameo Beauty Academy","Main Campus","9714 S CICERO AVE.","OAK LAWN","IL","60453",9,"Private for-profit, less-than 2-year",0,99,99,0,0,0,0,0,0,0,0,0,1,1,1
143473001,"Cannella School of Hair Design-Villa Park","Main Campus","617 W. NORTH AVE","VILLA PARK","IL","601811321",9,"Private for-profit, less-than 2-year",1,46,47,0,0,0,0,0,0,0,0,0,1,1,1
143482001,"Cannella School of Hair Design-Chicago","Main Campus","9012 S COMMERCIAL","CHICAGO","IL","606174303",9,"Private for-profit, less-than 2-year",0,79,79,0,0,0,0,0,0,0,0,0,1,1,1
143491001,"Cannella School of Hair Design-Chicago","Main Campus","4269 S ARCHER AVE","CHICAGO","IL","606322549",9,"Private for-profit, less-than 2-year",1,105,106,0,0,0,0,0,0,0,0,0,1,1,1
143516001,"Cannella School of Hair Design-Elgin","Main Campus","113-117 W CHICAGO ST","ELGIN","IL","606394828",9,"Private for-profit, less-than 2-year",3,41,44,0,0,0,0,0,0,0,0,0,1,1,1
143543001,"Empire Beauty School-Hanover Park","Empire Beauty School - Hanover Park, IL","1166 East Lake Street","HANOVER PARK","IL","60133",9,"Private for-profit, less-than 2-year",1,79,80,0,0,0,0,0,0,0,0,0,1,1,1
143552001,"Capri Beauty College","Main Campus","15815 ROB ROY DR","OAK FOREST","IL","60452",9,"Private for-profit, less-than 2-year",0,58,58,0,0,0,0,0,0,0,0,0,1,1,1
143613001,"Carl Sandburg College","Main Campus","2400 Tom L. Wilson Boulevard","GALESBURG","IL","61401",4,"Public, 2-year",787,1295,2082,0,0,0,0,0,0,0,0,0,1,1,1
143659001,"Catholic Theological Union at Chicago","Main Campus","5401 S CORNELL AVE","CHICAGO","IL","606155698",2,"Private nonprofit, 4-year or above",236,139,375,0,0,0,0,0,0,0,0,0,1,1,1
143695001,"La James International College-East Moline","Main Campus","485 AVENUE OF THE CITIES","EAST MOLINE","IL","61244",9,"Private for-profit, less-than 2-year",0,10,10,0,0,0,0,0,0,0,0,0,1,1,1
143853001,"Midwestern University-Downers Grove","Midwestern University - Downers Grove Campus","555 31ST STREET","DOWNERS GROVE","IL","605155514",2,"Private nonprofit, 4-year or above",1229,1703,2932,0,0,0,0,0,0,0,1,0,1,1,1
143978001,"The Chicago School of Professional Psychology at Chicago","Chicago Campus","325 N. Wells Street","CHICAGO","IL","60654",2,"Private nonprofit, 4-year or above",282,1136,1418,0,0,0,0,0,0,0,0,0,1,1,1
144005001,"Chicago State University","Main Campus","9501 S. King Drive Suite ADM #313","CHICAGO","IL","606281598",1,"Public, 4-year or above",1479,3288,4767,0,1,0,1,1,0,0,0,0,1,1,1
144014001,"Chicago Theological Seminary","Chicago Theological Seminary","1407 E. 60th Street","CHICAGO","IL","60637",2,"Private nonprofit, 4-year or above",121,132,253,0,0,0,0,0,0,0,0,0,1,1,1
144050001,"University of Chicago","Main Campus","5801 S ELLIS AVE","CHICAGO","IL","60637",2,"Private nonprofit, 4-year or above",8810,6581,15391,2,0,0,0,1,0,0,1,0,1,1,1
144157001,"City Colleges of Chicago-Kennedy-King College","Kennedy King College","6301 S. Halsted St.","CHICAGO","IL","60621",4,"Public, 2-year",1519,2470,3989,0,1,0,0,2,0,0,0,1,1,1,1
144166001,"City Colleges of Chicago-Malcolm X College","Main Campus","1900 W Jackson Blvd","CHICAGO","IL","606123197",4,"Public, 2-year",1695,3855,5550,0,0,0,0,0,0,1,2,0,1,1,1
144175001,"City Colleges of Chicago-Olive-Harvey College","Olive-Harvey College","10001 S. Woodlawn Ave.","Chicago","IL","606281696",4,"Public, 2-year",1355,2110,3465,0,1,0,1,2,0,7,6,0,1,1,1
144184001,"City Colleges of Chicago-Harry S Truman College","Main Campus","1145 W WILSON AVE","CHICAGO","IL","606405691",4,"Public, 2-year",3849,5618,9467,0,4,0,0,11,1,0,0,0,1,1,1
144193001,"City Colleges of Chicago-Richard J Daley College","Main Campus","7500 S PULASKI RD","CHICAGO","IL","606521299",4,"Public, 2-year",3414,4951,8365,1,0,0,0,0,0,0,0,0,1,1,1
144209001,"City Colleges of Chicago-Harold Washington College","City Colleges of Chicago-Harold Washington College","30 E LAKE ST","CHICAGO","IL","606012449",4,"Public, 2-year",3777,5316,9093,0,0,0,2,1,0,0,0,0,1,1,1
144218001,"City Colleges of Chicago-Wilbur Wright College","Main Campus","4300 N NARRAGANSETT","CHICAGO","IL","606341591",4,"Public, 2-year",4492,6278,10770,0,0,0,0,1,0,0,0,0,1,1,1
144281001,"Columbia College-Chicago","Columbia College Chicago","600 SOUTH MICHIGAN","CHICAGO","IL","606051996",2,"Private nonprofit, 4-year or above",3752,5209,8961,0,9,0,0,12,0,0,15,0,1,1,1
144351001,"Concordia University-Chicago","Main Campus","7400 AUGUSTA","RIVER FOREST","IL","603051499",2,"Private nonprofit, 4-year or above",1739,3500,5239,0,1,0,1,1,2,1,0,0,1,1,1
144467001,"Le Cordon Bleu College of Culinary Arts-Chicago","Le Cordon Bleu College of Culinary Arts - Chicago","361 West Chestnut","Chicago","IL","60610",6,"Private for-profit, 2-year",468,541,1009,0,0,0,0,0,0,0,0,0,1,1,1
144485001,"Coyne College","Main Campus","1 North State Street, Suite 400","CHICAGO","IL","60602",6,"Private for-profit, 2-year",390,132,522,0,0,0,0,0,0,0,0,0,1,1,1
144564001,"Danville Area Community College","Main Campus","2000 E MAIN ST","DANVILLE","IL","618325118",4,"Public, 2-year",1202,1490,2692,0,0,0,0,0,0,0,0,0,1,1,1
144573001,"Tricoci University of Beauty Culture-Danville","Tricoci University of Beauty Culture, LLC","2500 Georgetown Road","Danville","IL","61832",9,"Private for-profit, less-than 2-year",1,26,27,0,0,0,0,0,0,0,0,0,1,1,1
144740001,"DePaul University","Main Campus - Lincoln Park Campus","2345 N. Sheffield","CHICAGO","IL","60614",2,"Private nonprofit, 4-year or above",11122,12417,23539,2,34,0,0,25,0,0,20,0,1,1,1
144795001,"Cosmetology & Spa Academy","CSI THE COSMETOLOGY AND SPA INSTITUTE","700 E. TERRA COTTA","CRYSTAL LAKE","IL","60014",9,"Private for-profit, less-than 2-year",11,142,153,0,0,0,0,0,0,0,0,0,1,1,1
144865001,"College of DuPage","Main Campus","425 Fawell Blvd.","Glen Ellyn","IL","601376599",4,"Public, 2-year",13420,15258,28678,0,11,0,0,21,2,1,8,0,1,1,1
144883001,"East-West University","Main Campus","816 S MICHIGAN AVE","CHICAGO","IL","60605",2,"Private nonprofit, 4-year or above",273,266,539,0,0,0,0,0,0,0,0,0,1,1,1
144892001,"Eastern Illinois University","Main Campus","600 LINCOLN AVE","CHARLESTON","IL","61920",1,"Public, 4-year or above",3407,5113,8520,0,12,5,4,5,2,0,4,1,1,1,1
144944001,"Elgin Community College","Spartan Drive Campus","1700 SPARTAN DR","ELGIN","IL","601237193",4,"Public, 2-year",4799,5537,10336,0,1,0,0,1,0,0,0,0,1,1,1
144962001,"Elmhurst College","Main Campus","190 Prospect Avenue","Elmhurst","IL","601263096",2,"Private nonprofit, 4-year or above",1299,1999,3298,0,6,14,0,10,12,0,0,0,1,1,1
144971001,"Eureka College","Main Campus","300 COLLEGE AVE","EUREKA","IL","61530",2,"Private nonprofit, 4-year or above",316,379,695,0,2,0,0,6,0,0,4,0,1,1,1
145099001,"First Institute Inc","First Institute","790 McHenry Avenue","Crystal Lake","IL","600146013",9,"Private for-profit, less-than 2-year",13,230,243,0,0,0,0,0,0,0,0,0,1,1,1
145239001,"Fox College","Main Campus","6640 S. Cicero","Bedford Park","IL","60638",6,"Private for-profit, 2-year",51,280,331,0,0,0,0,0,0,0,0,0,1,1,1
145275001,"Garrett-Evangelical Theological Seminary","Main Campus","2121 SHERIDAN RD","EVANSTON","IL","602012926",2,"Private nonprofit, 4-year or above",156,181,337,0,0,0,0,0,0,0,0,0,1,1,1
145309001,"Gem City College","Main Campus","700 State St","QUINCY","IL","62301",9,"Private for-profit, less-than 2-year",18,17,35,0,0,0,0,0,0,0,0,0,1,1,1
145336001,"Governors State University","Main Campus","1 UNIVERSITY PKY","UNIVERSITY PARK","IL","60484",1,"Public, 4-year or above",1986,3952,5938,0,0,0,0,6,3,0,0,0,1,1,1
145354001,"Graham Hospital School of Nursing","Graham Hospital School of Nursing","210 W WALNUT ST","CANTON","IL","615202497",5,"Private nonprofit, 2-year",4,50,54,0,0,0,0,0,0,0,0,0,1,1,1
145372001,"Greenville College","Main Campus","315 E. COLLEGE AVE.","GREENVILLE","IL","622460159",2,"Private nonprofit, 4-year or above",628,693,1321,0,0,0,0,0,0,0,0,0,1,1,1
145406001,"Hair Professionals Academy of Cosmetology","Main Campus","825 B6 Village Quarter Road","West Dundee","IL","60118",6,"Private for-profit, 2-year",5,221,226,0,0,0,0,0,0,0,0,0,1,1,1
145424001,"Hair Professionals Career College","Main Campus","2245 Gateway Drive","Sycamore","IL","60178",9,"Private for-profit, less-than 2-year",3,60,63,0,0,0,0,0,0,0,0,0,1,1,1
145433001,"Hair Professionals School of Cosmetology","Main Campus","5460 RTE 34","OSWEGO","IL","60543",9,"Private for-profit, less-than 2-year",1,87,88,0,0,0,0,0,0,0,0,0,1,1,1
145460001,"Harrington College of Design","Harrington College of Design","c/o Columbia College Chicago, 600 S. Michigan Ave","CHICAGO","IL","60605",3,"Private for-profit, 4-year or above",26,128,154,0,0,0,0,0,0,0,0,0,1,1,1
145497001,"Hebrew Theological College","Main Campus","7135 N CARPENTER RD","SKOKIE","IL","60077",2,"Private nonprofit, 4-year or above",69,457,526,0,0,0,0,0,0,0,0,0,1,1,1
145521001,"Highland Community College","Main Campus","2998 W PEARL CITY RD","FREEPORT","IL","610329341",4,"Public, 2-year",703,1101,1804,0,1,0,0,0,0,0,0,0,1,1,1
145558001,"Rosalind Franklin University of Medicine and Science","Main Campus","3333 GREEN BAY RD","NORTH CHICAGO","IL","60064",2,"Private nonprofit, 4-year or above",1019,1195,2214,0,0,0,0,0,0,0,0,0,1,1,1
145600001,"University of Illinois at Chicago","University of Illinois at Chicago – Chicago Campus East","601 S. Morgan St., Suite 2801, M/C102","Chicago","IL","60607",1,"Public, 4-year or above",13694,15354,29048,0,1,0,0,11,0,0,8,0,1,1,1
145619001,"Benedictine University","Main Campus","5700 COLLEGE RD","LISLE","IL","605320900",2,"Private nonprofit, 4-year or above",2212,3742,5954,0,8,19,0,2,10,0,2,3,1,1,1
145628001,"Illinois College of Optometry","Illinois College of  Optometry","3241 S MICHIGAN AVE","CHICAGO","IL","60616",2,"Private nonprofit, 4-year or above",175,472,647,0,0,0,0,0,0,0,0,0,1,1,1
